datetimestamp,Unnamed: 0,AphA,Conn,Conn_WinTms,Hz,OutPFSet,OutPFSet_RmpTms,PF,PhVphA,Ris,St,StActCtl,VA,VAMax,VAr,VArMaxPct,VArPct_RmpTms,VRef,W,WH,WMaxLimPct,WMaxLimPct_RmpTms,DCV,DCA,DCW,day,hour,min,sec
2024-02-22 19:30:00,35.0,24.66229577464789,1.0,0.0,59.988352112676054,10.0,0.0,-100.0,240.40025352112679,655.35,4.0,0.0,5936.292788732394,563.25,13.53754929577465,0.0,0.0,614.4,5936.277,82579624.63849296,100.0,0.0,373.106338028169,16.525774647887324,6176.6552676056335,3.0,13.0,33.690140845070424,34.63380281690141
2024-02-22 19:35:00,185.5,27.6465,1.0,0.0,59.99322173913044,10.0,0.0,-100.0,240.55195217391304,655.35,4.0,0.0,6653.106547826087,563.25,15.448565217391305,0.0,0.0,614.4,6652.284069565217,82579969.89564782,100.0,0.0,369.98891304347825,18.356521739130436,6792.166552173913,3.0,13.0,36.856521739130436,28.14782608695652
